what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336316435
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1317336316469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1317336316469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336336479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336336664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336347514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336350653
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1317336350691
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336359733
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336363873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336367914
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336368906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1317336373049
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317336375878
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336378210
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336385269
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336386698
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336390018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336395701
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336396699
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1317336400011
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336403460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336409700
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336410540
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336412907
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336420009
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336421002
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336423426
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336427104
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336428467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1317336430573
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336434651
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336442361
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336443539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1317336446755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317336451184
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1317336462319
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336462581
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317336463630
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336466021
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336469344
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336470402
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336476722
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1317336478350
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317336479216
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336481282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336484484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336497044
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1317336498279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317336500788
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336501465
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336506460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336508459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336520057
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317336522225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317336522777
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336524355
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336524355
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317336540672
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336544886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336548132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336556333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336558426
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317336560001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317336560613
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317336561135
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317336563239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336565295
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336574466
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336608853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336610031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336617065
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1317336619693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317336620196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336622389
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336624690
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317336632221
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336670330
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336671002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336671738
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336672281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336687538
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336719534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336723253
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336743358
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336749661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336755583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336757239
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336773776
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336775634
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1317336776195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317336777744
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317336806352
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336809636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336811931
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317336819236
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336824034
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1317336856798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336864645
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336864733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336869396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336897680
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1317336897725
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1317336897725
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336902854
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336902997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336917543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336917675
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336928260
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1317336931701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336931974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336933649
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336934821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336935574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336937022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336937652
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317336940891
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336940968
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317336940974
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1317336942584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336946236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336946304
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336962265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336962416
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336972330
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317336972405
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317336974679
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317336983633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1317336984864
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317337000448
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1317337007849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337008089
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317337008929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337010338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337011800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337012899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337015865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337073701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337299701
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337316359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317337342055
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1317337410012
